reg.v.web.mx@gmail.com,123456,www.clarovideo.com,mexico
sus.v.web.mx@gmail.com,123456,www.clarovideo.com,mexico
clarovideotest.mx@gmail.com,Gestion123,www.clarovideo.com,mexico
rega.v.web.mx@gmail.com,123456,www.clarovideo.com,mexico
regatf.v.xdk.mx@gmail.com,123456,www.clarovideo.com,mexico
regatm.v.xdk.mx@gmail.com,123456,www.clarovideo.com,mexico
reg.v.web.cp.mx@gmail.com,123456,www.clarovideo.com,mexico
sus.v.web.cp.mx@gmail.com,123456,www.clarovideo.com,mexico
reg.v.web.mx@gmail.com,123456,wwwtest2.clarovideo.com,mexico
sus.v.web.mx@gmail.com,123456,wwwtest2.clarovideo.com,mexico
clarovideotest.mx@gmail.com,Gestion123,wwwtest2.clarovideo.com,mexico
rega.v.web.mx@gmail.com,123456,wwwtest2.clarovideo.com,mexico
regatf.v.xdk.mx@gmail.com,123456,wwwtest2.clarovideo.com,mexico
regatm.v.xdk.mx@gmail.com,123456,wwwtest2.clarovideo.com,mexico
reg.v.web.cp.mx@gmail.com,123456,wwwtest2.clarovideo.com,mexico
sus.v.web.cp.mx@gmail.com,123456,wwwtest2.clarovideo.com,mexico
